Topic,Subtopic,Tweet,Hashtag,Emojis
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WeHeartLiving: #Win our #summer glow bundle! Simply follow and RT to enter. Info:https://t.co/aU41SS0Z4b https://t.co/GqNf2HLLBB,"Win,summer",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"@WeHeartLiving Thank you for the competition, fingers crossed :)",,
Health and Fitness,Health and Fitness/Health Technology,All those steps not counted when your new ChargeHR doesn't work properly😩 should have stuck to the Charge! #Fitbit @FitbitUK @FitbitSupport,Fitbit,weary
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @USPlabs: #RT for your chance to win @USPlabs #MaxREPS+NO3  #FreebieFriday #giveaway and #LiveModern!!! https://t.co/EQAl2lCgfI,"RT,MaxREPS,FreebieFriday,giveaway,LiveModern",
Health and Fitness,Health and Fitness/Sports Medicine,RT @XFilesFanaticus: RT @NEO_G: Our weekly #FreebieFriday #Giveaway #WIN a Neo G Hot &amp; Cold Therapy Pack! RT+F to enter. Winner 5PM https://t.co/tCHvNVNg4i 😁🕹📙📫,"FreebieFriday,Giveaway,WIN","grin,orange_book,mailbox"
Health and Fitness,Health and Fitness/Health Technology,Just spotted #marathonman heading towards the hills... 🏃😀 @EwanMcI @Endomondo #endorphins,"marathonman,endorphins","runner,grinning"
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #win @PolarGlobal #Smart #Scale worth £71.09! RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition #Draw 14/05/16 https://t.co/yCyp3VLkPO,"win,Smart,Scale,Giveaway,competition,Draw",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #win @PolarGlobal #Smart #Scale worth £71.09! RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition #Draw 14/05/16 https://t.co/yCyp3VLkPO,"win,Smart,Scale,Giveaway,competition,Draw",
Health and Fitness,Health and Fitness/Men's Health,"RT @Mensrunninguk: To #WIN these Saucony Xodus 6.0 trail shoes, just RT and follow! 
#FreebieFriday
https://t.co/gP0PkFB0qj https://t.co/MzFJQG7svZ","WIN,FreebieFriday",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WeHeartLiving: #Win our #summer glow bundle! Simply follow and RT to enter. Info:https://t.co/aU41SS0Z4b https://t.co/GqNf2HLLBB,"Win,summer",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @WeHeartLiving: #Win our #summer glow bundle! Simply follow and RT to enter. Info:https://t.co/aU41SS0Z4b https://t.co/GqNf2HLLBB,"Win,summer",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #win @PolarGlobal #Smart #Scale worth £71.09! RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition #Draw 14/05/16 https://t.co/yCyp3VLkPO,"win,Smart,Scale,Giveaway,competition,Draw",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@SweatbandActive @PolarGlobal great bit of kit :) #Smart #Scale,"Smart,Scale",
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: Last chance to #WIN a Germaine de Capiccini Timexpert gift set RRP £158? Follow Fav and Retweet to enter! https://t.co/CCfF9YoyYq,WIN,
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: Last chance to #WIN a Germaine de Capiccini Timexpert gift set RRP £158? Follow Fav and Retweet to enter! https://t.co/CCfF9YoyYq,WIN,
Health and Fitness,Health and Fitness/Exercise and Nutrition,@reesesandfitnes Brilliant thank you for the chance to win,,
Health and Fitness,Health and Fitness/Dental Care,RT @WhiteGloUK: You could #win one of TWO Diamond Series Kits in our new #competition.Simply RT&amp;Follow us. Ends Friday 6th May 12pm. https://t.co/K7PbgbXt9q,"win,competition",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @MuscleFoodUK: #Competition What to WIN a @promixxmixer &amp; a @MuscleFoodUK Supplement Bundle? Follow the rules on the image https://t.co/rZF5rD8g17,Competition,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @MuscleFoodUK: You guys wanted em ... Now there here - High Protein Zero Sugar Sweets.... https://t.co/nUkQDyqklF https://t.co/hs634L9cqp,,
Health and Fitness,Health and Fitness/Mental Health,RT @theCALMzone: We're in today's @CityAM... https://t.co/fiAEoV2ZZW because of these limited edition beauties! #InternationalMensDay https://t.co/1zjoZxNkj2,InternationalMensDay,
Health and Fitness,Health and Fitness/Mental Health,RT @mentalhealth: Have you signed up to help us spread the word about mental health in #MHAW16 yet? https://t.co/cltKVUUjlH https://t.co/r3Bje3J3At,MHAW16,
Health and Fitness,Health and Fitness/Sports Medicine,I've entered to #win a natural #FirstAid spray from @NatraSanUK with @anywaytostay #competition #health https://t.co/qCb3E4YmZw,"win,FirstAid,competition,health",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win Nike #running shoes in our May #giveaway! Enter our #competition before it's too late! #fitfam #realbuzzWin https://t.co/EwA6vmzNhm,"Win,running,giveaway,competition,fitfam,realbuzzWin",
Health and Fitness,Health and Fitness/Exercise and Nutrition,Gutted I missed @fitbunnieschat with @CarlyRowena hosting! Will have to join soon. #fitbunnieschat,fitbunnieschat,
Health and Fitness,Health and Fitness/Dental Care,RT @iWhite_UK: It's #FreebieFriday! Want to #WIN some iWhite treats? Simply RT and follow to enter. Ends 31/05. https://t.co/wyptGXb9GH,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Dental Care,RT @iWhite_UK: It's #FreebieFriday! Want to #WIN some iWhite treats? Simply RT and follow to enter. Ends 31/05. https://t.co/wyptGXb9GH,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Dental Care,@iWhite_UK Thanks for the competition :) Fingers crossed!,,
Health and Fitness,Health and Fitness/Dental Care,RT @iWhite_UK: It's #FreebieFriday! Want to #WIN some iWhite treats? Simply RT and follow to enter. Ends 31/05. https://t.co/wyptGXb9GH,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @BeFitMotivation: You deserve to reap the benefits of lifting too! https://t.co/crtuXZRwuE,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our May #competition and get Nike #running shoes. RT &amp; Follow to enter our #prize #giveaway #realbuzzWin https://t.co/IfNP4ttx7B,"Win,competition,running,prize,giveaway,realbuzzWin",
Health and Fitness,Health and Fitness/Dental Care,RT @iWhite_UK: It's #FreebieFriday! Want to #WIN some iWhite treats? Simply RT and follow to enter. Ends 31/05. https://t.co/wyptGXb9GH,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SalveoUK: #FreebieFriday #giveaway time! RT &amp; follow @SalveoUK to #win one of these Wild &amp; Wolf A5 notepads! Ends 11/05 23:59 https://t.co/s5XFo7jxX8,"FreebieFriday,giveaway,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@SalveoUK Thanks for the competition :) Fingers crossed!,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: RT &amp; F to #win Nike #running shoes in our May #competition. Ts &amp; Cs &gt;&gt;&gt; https://t.co/tIPzutjaqp #realbuzzWin https://t.co/DjMa1zAoZh,"win,running,competition,realbuzzWin",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SalveoUK: #FreebieFriday #giveaway time! RT &amp; follow @SalveoUK to #win one of these Wild &amp; Wolf A5 notepads! Ends 11/05 23:59 https://t.co/s5XFo7jxX8,"FreebieFriday,giveaway,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win Nike #running shoes in our #prize #giveaway. RT &amp; Follow to enter #realbuzzWin https://t.co/R2jbnTVUmU,"competition,Win,running,prize,giveaway,realbuzzWin",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@realbuzzcom #realbuzzWin x amazing prize #win x,"realbuzzWin,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our May #competition and get Nike #running shoes. RT &amp; Follow to enter our #prize #giveaway #realbuzzWin https://t.co/I4uRgQ0yQD,"Win,competition,running,prize,giveaway,realbuzzWin",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win Nike #running shoes in our May #competition #giveaway. Follow &amp; RT to enter. #realbuzzWin #fitfam https://t.co/dl5LdOnRRo,"Win,running,competition,giveaway,realbuzzWin,fitfam",
Health and Fitness,Health and Fitness/Weight Loss,@BooteaUK am I right in seeing @CBBC_Hacker or is my Twitter glitched? 😂 https://t.co/8L0mGiqgt0,,joy
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @PrimalPantryUK: 🎉 retweet, follow &amp; tag a pal! 
we've got this bundle from @4GlutenFreeFood to #giveaway for #CoeliacAwarenessWeek https://t.co/gJ3WWRZbOL","giveaway,CoeliacAwarenessWeek",tada
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win Nike #running shoes in our May #giveaway! Enter our #competition before it's too late! #fitfam #realbuzzWin https://t.co/HH72ZrTg9y,"Win,running,giveaway,competition,fitfam,realbuzzWin",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@realbuzzcom W😍W fab #running #competition x id live to #win this amazing prize x,"running,competition,win",heart_eyes
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SalveoUK: #FreebieFriday #giveaway time! RT &amp; follow @SalveoUK to #win one of these Wild &amp; Wolf A5 notepads! Ends 11/05 23:59 https://t.co/s5XFo7jxX8,"FreebieFriday,giveaway,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MyproteinUK: This week is #CoeliacAwarenessWeek! 
RT &amp; FOLLOW to win a bundle of gluten free products! https://t.co/9xWLl037X9",CoeliacAwarenessWeek,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win Nike #running shoes in our May #competition #giveaway. Follow &amp; RT to enter. #realbuzzWin #fitfam https://t.co/RXr2cUmzwT,"Win,running,competition,giveaway,realbuzzWin,fitfam",
Health and Fitness,Health and Fitness/Dental Care,RT @WhiteWashLabs: We’ve got you a hump day treat for #WhiteWashWednesday! RT + follow to #WIN a white rotating electric toothbrush: https://t.co/uIewe0XOez,"WhiteWashWednesday,WIN",
Health and Fitness,Health and Fitness/Dental Care,@WhiteWashLabs nice one guys...TY :) #WhiteWashWednesday,WhiteWashWednesday,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @GammaLabs: Man's best friends! #GFUEL 🐶💙

📷 @HDInfernal

https://t.co/OIlMhQGb3E https://t.co/tHbngH3SNa",GFUEL,"dog,blue_heart,camera"
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @SalveoUK: Another #giveaway! RT &amp; Follow @SalveoUK &amp; @BlackGingerUK 
to #win both scarves! 2 people will win! Ends 11/05 23:59 https://t.co/qrsjMBLBWb","giveaway,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"@SalveoUK @BlackGingerUK 
Thanks for the competition :) Fingers crossed!",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MyproteinUK: 🍫 You can never have enough chocolate 😉
FOLLOW &amp; RT to win a box of protein brownies! Ends 10pm - good luck! https://t.co/vPywvYcsux",,"chocolate_bar,wink"
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @SalveoUK: Another #giveaway! RT &amp; Follow @SalveoUK &amp; @BlackGingerUK 
to #win both scarves! 2 people will win! Ends 11/05 23:59 https://t.co/qrsjMBLBWb","giveaway,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MyproteinUK: 🍫 You can never have enough chocolate 😉
FOLLOW &amp; RT to win a box of protein brownies! Ends 10pm - good luck! https://t.co/vPywvYcsux",,"chocolate_bar,wink"
Health and Fitness,Health and Fitness/Dental Care,RT @WhiteWashLabs: We’ve got you a hump day treat for #WhiteWashWednesday! RT + follow to #WIN a white rotating electric toothbrush: https://t.co/uIewe0XOez,"WhiteWashWednesday,WIN",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @SalveoUK: Another #giveaway! RT &amp; Follow @SalveoUK &amp; @BlackGingerUK 
to #win both scarves! 2 people will win! Ends 11/05 23:59 https://t.co/qrsjMBLBWb","giveaway,win",
Health and Fitness,Health and Fitness/Health Technology,"Nice delivery today, thanks @ScienceinSport @ArmedForcesPST @bloodwise_uk @bbcgetinspired @Mygym_buddy @FitbitUK https://t.co/7NRijrpdBy",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SalveoUK: #FreebieFriday #giveaway time! RT &amp; follow @SalveoUK to #win one of these Wild &amp; Wolf A5 notepads! Ends 11/05 23:59 https://t.co/s5XFo7jxX8,"FreebieFriday,giveaway,win",
Health and Fitness,Health and Fitness/Dental Care,RT @iWhite_UK: It's #FreebieFriday! Want to #WIN some iWhite treats? Simply RT and follow to enter. Ends 31/05. https://t.co/wyptGXb9GH,"FreebieFriday,WIN",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @MyproteinUK: 🍫 You can never have enough chocolate 😉
FOLLOW &amp; RT to win a box of protein brownies! Ends 10pm - good luck! https://t.co/vPywvYcsux",,"chocolate_bar,wink"
Health and Fitness,Health and Fitness/Exercise and Nutrition,@MyproteinUK Nom Nom :D Fingers tightly crossed! ☘ ☘ ☘,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win Nike #running shoes in our #prize #giveaway. RT &amp; Follow to enter #realbuzzWin https://t.co/YG0JZVJw47,"competition,Win,running,prize,giveaway,realbuzzWin",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@realbuzzcom Fingers tightly crossed! ☘ ☘ ☘ #realbuzzWin,realbuzzWin,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SalveoUK: #FreebieFriday #giveaway time! RT &amp; follow @SalveoUK to #win one of these Wild &amp; Wolf A5 notepads! Ends 11/05 23:59 https://t.co/s5XFo7jxX8,"FreebieFriday,giveaway,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@SalveoUK Fingers tightly crossed! ☘ ☘ ☘ #FreebieFriday #giveaway,"FreebieFriday,giveaway",
Health and Fitness,Health and Fitness/Health Technology,"So, here it is! @FitbitUK @ArmedForcesPST @Mygym_buddy @Conway_Sean @ArmySportsLTRY @bbcgetinspired @InvictusToronto https://t.co/K5BRikUElf",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @M1Jarvis: @Louis_Tomlinson @sandybeales @NiallOfficial @socceraid you chaps need to come &amp; see me. We want a world class performance on the pitch! 👍,,1
Health and Fitness,Health and Fitness/Mental Health,"RT @CombatStress: Watch this week's 'Gareth's Invictus Choir', featuring @CombatStress supported veterans, here @GarethMalone https://t.co/7AisVm8hN0",,
Health and Fitness,Health and Fitness/Mental Health,RT @KensingtonRoyal: Follow #HeadsTogether #MentalHealth charities @bestbeginnings @theCALMzone @CombatStress @MindCharity @Place2Be @YoungMindsUK @YouthNetUK,"HeadsTogether,MentalHealth",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win Nike #running shoes in our May #competition #giveaway. Follow &amp; RT to enter. #realbuzzWin #fitfam https://t.co/RXr2cUmzwT,"Win,running,competition,giveaway,realbuzzWin,fitfam",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @SalveoUK: Another #giveaway! RT &amp; Follow @SalveoUK &amp; @BlackGingerUK 
to #win both scarves! 2 people will win! Ends 11/05 23:59 https://t.co/qrsjMBLBWb","giveaway,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,@SalveoUK @BlackGingerUK Fantastic giveaway. Following and retweeted. Thank you! x,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SweatbandActive: #win @PolarGlobal #Smart #Scale worth £71.09! RT&amp;F https://t.co/pYVb9q7Yhj #Giveaway #competition #Draw 14/05/16 https://t.co/yCyp3VLkPO,"win,Smart,Scale,Giveaway,competition,Draw",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @SalveoUK: Another #giveaway! RT &amp; Follow @SalveoUK &amp; @BlackGingerUK 
to #win both scarves! 2 people will win! Ends 11/05 23:59 https://t.co/qrsjMBLBWb","giveaway,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @SalveoUK: Another #giveaway! RT &amp; Follow @SalveoUK &amp; @BlackGingerUK 
to #win both scarves! 2 people will win! Ends 11/05 23:59 https://t.co/qrsjMBLBWb","giveaway,win",
Health and Fitness,Health and Fitness/Mental Health,RT @mentalhealth: If you have ever wondered how important investing time in good relationships is... #MHAW16 https://t.co/DxnJZlbjMm,MHAW16,
Health and Fitness,Health and Fitness/Mental Health,RT @ArmyandYou: Are mental health preconceptions holding back veterans' careers? https://t.co/9gFuckwiJF @BarclaysUK @CombatStress https://t.co/hx6XZYEdO2,,
Health and Fitness,Health and Fitness/Health Technology,RT @CurrentBody: Time to WIN! Read the instructions below on how to enter to win the SmoothSkin Gold hair removal system worth £299! https://t.co/PeveNf9WzS,,
Health and Fitness,Health and Fitness/Health Technology,"@CurrentBody #HomeHairRemovalWeek
You can spend ages shaving your legs
And still find later that you've missed a spot!",HomeHairRemovalWeek,
Health and Fitness,Health and Fitness/Aging,"RT @gransnet: #Win a #RobinsonCrusoe goodie bag, inc DVDs and activity books. RT by 9AM 12/05/2016 @StudioaanalUK https://t.co/z3YumelCXB","Win,RobinsonCrusoe",
Health and Fitness,Health and Fitness/Aging,@gransnet #RobinsonCrusoe my little girl would love this thanks for the chance,RobinsonCrusoe,
Health and Fitness,Health and Fitness/Disease Centres and Information,"4 miles down, 76 to go! You can donate to my #OutRunMay for @macmillancancer here -&gt; https://t.co/Sj2ys4HnEY ❤️‍ #fundraising @JustGiving","OutRunMay,fundraising",heart
