Topic,Subtopic,Tweet,Hashtag,Emojis
Health and Fitness,Health and Fitness/Mental Health,"RT @911well: Stressed? Walking activates soothing neurons in the brain
which reduces stress, anxiety &amp; even depression #healing https://t.co/S2oiW9wb3O",healing,
Health and Fitness,Health and Fitness/Dental Care,RT @WhiteWashLabs: We’ve got you a hump day treat for #WhiteWashWednesday! RT + follow to #WIN a white rotating electric toothbrush: https://t.co/uIewe0XOez,"WhiteWashWednesday,WIN",
Health and Fitness,Health and Fitness/Dental Care,@WhiteWashLabs #WhiteWashWednesday ... Many thanks for a super giveaway,WhiteWashWednesday,
Health and Fitness,Health and Fitness/Women's Health,RT @thebump: Spice up your #MothersDay with a wardrobe set from @LeMystere. RT today to enter for a chance to win! #sponsored https://t.co/Ss2FhlPIXx,"MothersDay,sponsored",
Health and Fitness,Health and Fitness/Mental Health,@AbbyNrgHealing Thx for following! Interested in taking your fitness to the next level? Buy our #balanceboard today https://t.co/hJUrzrNhHE,balanceboard,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win Nike #running shoes in our May #giveaway! Enter our #competition before it's too late! #fitfam #realbuzzWin https://t.co/fObPcaA2MM,"Win,running,giveaway,competition,fitfam,realbuzzWin",
Health and Fitness,Health and Fitness/Exercise and Nutrition,Top sites for finding healthy happy lifestyle @madeleine_shaw_ @HemsleyHemsley @Sportsister https://t.co/90p1jk822x https://t.co/krYAH2K8Ux,,
Health and Fitness,Health and Fitness/Mental Health,"RT @mhtodaymag: London-based mental health schemes receive £500,000 funding boost https://t.co/vuHDHUo1a6",,
Health and Fitness,Health and Fitness/Mental Health,RT @mhtodaymag: Assistant coroner calls on government to address gaps in mental health protocol for 16 and 17-year-olds: https://t.co/ZgpqPbzlN8,,
Health and Fitness,Health and Fitness/Addiction,Take your breakfast up a notch with #yummy smoothie bowls! https://t.co/D3OD1eCJqm @LeahVanderveldt @MindBodyGreen https://t.co/LAX9hSzK6n,yummy,
Health and Fitness,Health and Fitness/Mental Health,I just made my #RelationshipsResolution. Make yours now @mentalhealth: https://t.co/us0c2zHh8S,RelationshipsResolution,
Health and Fitness,Health and Fitness/Mental Health,RT @mentalhealth: Exercise can dramatically improve our mental health. And we can do it for free! See more: https://t.co/Sly8MxKUOK https://t.co/9WSc3Lwu7f,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @SalveoUK: #Giveaway time! RT &amp; follow @SalveoUK &amp; @UndergroundToys to #win a #CapitanAmericaCivilWar POP! Ends 04/05 23:59 https://t.co/4NFGHBrlat,"Giveaway,win,CapitanAmericaCivilWar",
Health and Fitness,Health and Fitness/Dental Care,RT @WhiteWashLabs: We’ve got you a hump day treat for #WhiteWashWednesday! RT + follow to #WIN a white rotating electric toothbrush: https://t.co/uIewe0XOez,"WhiteWashWednesday,WIN",
Health and Fitness,Health and Fitness/Mental Health,"RT @NAMICommunicate: Today, and every day, #MayThe4thBeWithYou! #MentalHealthMonth #StigmaFree https://t.co/4BILUkZrrt","MayThe4thBeWithYou,MentalHealthMonth,StigmaFree",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @BSNSupplements: Feel the power of BSN's most intense pre-workout formula. RT for the chance to win samples of N.O.-XPLODE XE EDGE https://t.co/V80TanoEWl,,
Health and Fitness,Health and Fitness/Women's Health,RT @BCCare: There’s no set way as to how to cope with pain after any treatments for breast cancer and no 2 people are the same https://t.co/Gxy1h18O1w,,
Health and Fitness,Health and Fitness/Men's Health,RT @MensFitness: 6 full-body UFC workouts that will help any guy lose fat and build muscle: https://t.co/I9H0BaTlgC https://t.co/v55wBXk091,,
Health and Fitness,Health and Fitness/Women's Health,RT @thebump: Spice up your #MothersDay with a wardrobe set from @LeMystere. RT today to enter for a chance to win! #sponsored https://t.co/Ss2FhlPIXx,"MothersDay,sponsored",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our May #competition and get Nike #running shoes. RT &amp; Follow to enter our #prize #giveaway #realbuzzWin https://t.co/Ox6OHQtUqC,"Win,competition,running,prize,giveaway,realbuzzWin",
Health and Fitness,Health and Fitness/Health Technology,Robyn Exton @HerSocialApp shares some favourite apps @SlackHQ @Snapchat @classpass @todoist https://t.co/gAOKdL5yCd https://t.co/QybwLK8TN4,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,Top sites towards a healthy lifestyle inc @madeleine_shaw_ @Fabletics_UK @HemsleyHemsley https://t.co/90p1jk822x https://t.co/szdLn0QcME,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"Don't miss our instant interview with @madeleine_shaw_ where she talks Mr Bean, brownies... https://t.co/BF5RwHaKGh https://t.co/W1RtoEBsiK",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,New Workout #Tech For Spring And Summer @PromaxNutrition   https://t.co/7tuGMwpbMi,Tech,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @USPlabs: #RT if you're ready for a chance to win @USPlabs #FreebieFriday #giveaway of #MaxREPS+NO3 tomorrow and #LiveModern https://t.co/Cen3jGKpBm,"RT,FreebieFriday,giveaway,MaxREPS,LiveModern",
Health and Fitness,Health and Fitness/Disease Centres and Information,RT @NHSChoices: Do you know what youth mental health support is available in your local area? Find out here: https://t.co/7lR6olcUlI https://t.co/1lqmOQqfAt,,
Health and Fitness,Health and Fitness/Women's Health,"RT @SELFmagazine: Gwen Stefani, George Clooney, and Julia Roberts singing 'Hollaback Girl' is internet gold: https://t.co/H4NRu5rrGo https://t.co/h5EluWxms2",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @USPlabs: #RT if you're ready for a chance to win @USPlabs #FreebieFriday #giveaway of #MaxREPS+NO3 tomorrow and #LiveModern https://t.co/M4QqIwdW7y,"RT,FreebieFriday,giveaway,MaxREPS,LiveModern",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our May #competition and get Nike #running shoes. RT &amp; Follow to enter our #prize #giveaway #realbuzzWin https://t.co/QzolgPJg8M,"Win,competition,running,prize,giveaway,realbuzzWin",
Health and Fitness,Health and Fitness/Health Technology,RT @PreventionMag: The top 5 lessons I've learned after reading 500+ self-help books: https://t.co/qknmzILggi via @greatist https://t.co/GSJ0S4Z54n,,
Health and Fitness,Health and Fitness/Sports Medicine,RT @NEO_G: It's our weekly #FreebieFriday #Giveaway #WIN a Neo G Hot &amp; Cold Therapy Pack! Follow + RT to enter. Winner @ 5PM https://t.co/hxP50PvgJf,"FreebieFriday,Giveaway,WIN",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"@NEO_G Very useful for sporting injuries, thank you #FreebieFriday #giveaway","FreebieFriday,giveaway",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @USPlabs: #RT for your chance to win @USPlabs #MaxREPS+NO3  #FreebieFriday #giveaway and #LiveModern https://t.co/DZlEn7NOnn,"RT,MaxREPS,FreebieFriday,giveaway,LiveModern",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win Nike #running shoes in our May #giveaway! Enter our #competition before it's too late! #fitfam #realbuzzWin https://t.co/lJux0bJgRB,"Win,running,giveaway,competition,fitfam,realbuzzWin",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @PuritansPride: #GIVEAWAY: RT &amp; follow us for a chance to #win a Lavender #Prize Pack: https://t.co/twcq5kl3VC #bath #beauty #eo https://t.co/RiJp2PjozN,"GIVEAWAY,win,Prize,bath,beauty,eo",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @gracefrohling: @sajinpoos @KelloggsUS @KelloggCompany  WE WILL NOT STAND FOR THIS... WE NEED JUSTICE,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @USPlabs: #RT for your chance to win @USPlabs #MaxREPS+NO3  #FreebieFriday #giveaway and #LiveModern! https://t.co/C0ScOKETTL,"RT,MaxREPS,FreebieFriday,giveaway,LiveModern",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @USPlabs: #RT for your chance to win @USPlabs #MaxREPS+NO3  #FreebieFriday #giveaway and #LiveModern!! https://t.co/LHbW8qDNbK,"RT,MaxREPS,FreebieFriday,giveaway,LiveModern",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @KelloggCompany: @sajinpoos @KelloggsUS Oh no, sorry! Please call 800-962-1413 between 8am - 7 pm EST or visit https://t.co/58gWuYFlLn so we can help.",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @USPlabs: #RT now for your chance to win @USPlabs #MaxREPS+NO3  #FreebieFriday #giveaway and #LiveModern!! https://t.co/QjCo1a9cjq,"RT,MaxREPS,FreebieFriday,giveaway,LiveModern",
Health and Fitness,Health and Fitness/Mental Health,RT @911well: Never be afraid .. #kindnessmatters #compassion #mindfulness https://t.co/oLcxxNcykM,"kindnessmatters,compassion,mindfulness",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @USPlabs: #RT now for your chance to win @USPlabs #MaxREPS+NO3  #FreebieFriday #giveaway and #LiveModern! https://t.co/UoYJfA24Ib,"RT,MaxREPS,FreebieFriday,giveaway,LiveModern",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: RT &amp; F to #win Nike #running shoes in our May #competition. Ts &amp; Cs &gt;&gt;&gt; https://t.co/tIPzutjaqp #realbuzzWin https://t.co/DjMa1zAoZh,"win,running,competition,realbuzzWin",
Health and Fitness,Health and Fitness/Dental Care,RT @comparethetreat: Good Morning! Its #Competition time! Follow RT &amp; Fav for a chance #WIN Germaine de Capiccini Timexpert RRP £158 https://t.co/OgWbvyhiI6,"Competition,WIN",
Health and Fitness,Health and Fitness/Disease Centres and Information,RT @NHSChoices: The Strength and Flex plan will help you get up and moving and improve your health and wellbeing in five weeks: https://t.co/STHMJMgSGA,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: It's #competition time! #Win Nike #running shoes in our #prize #giveaway. RT &amp; Follow to enter #realbuzzWin https://t.co/EA4H34HeLD,"competition,Win,running,prize,giveaway,realbuzzWin",
Health and Fitness,Health and Fitness/Disease Centres and Information,RT @BCCare: Did you know physical activity can help keep your bones strong during breast cancer treatment? https://t.co/cnf20jeQrN,,
Health and Fitness,Health and Fitness/Disease Centres and Information,#ShareTheLove @TienesQAdmitir @IronmanMann @13isGodsend for being top High Value members this week :),ShareTheLove,
Health and Fitness,Health and Fitness/Men's Health,@MensHealthUK It's not cake is it? Cause that would be great after the slice I've just tanked into me.,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @UKWomensHealth: We trialled the Fitbit Blaze for two weeks, but did it make us healthier? https://t.co/U03Je3ALv8 https://t.co/3ReOd4cwgY",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @realbuzzcom: Enter our Facebook #giveaway and you could #win a Fitbit Blaze watch. 
Click to enter &gt;&gt;&gt; https://t.co/5N5VeU01FQ https://t.co/E8MoYuWSoK","giveaway,win",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @muscle_fitness: Sleep-deprived zombies might have trouble powering through training sessions. https://t.co/PUvWz9ikOj https://t.co/8YCuH9dbGG,,
Health and Fitness,Health and Fitness/Addiction,RT @12minuteathlete: Get Strong Arms Fast With These 5 Equipment-Free Moves by @12minuteathlete https://t.co/h9U3L8cGpH via @mindbodygreen,,
Health and Fitness,Health and Fitness/Women's Health,RT @POPSUGARFitness: Flat-belly smoothie plus 6 more recipes to enjoy smoothies all week long https://t.co/pXLVxGcwZr https://t.co/uyaB7qf9EX,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win our May #competition and get Nike #running shoes. RT &amp; Follow to enter our #prize #giveaway #realbuzzWin https://t.co/I4uRgQ0yQD,"Win,competition,running,prize,giveaway,realbuzzWin",
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @FitnessMagazine: 10 benefits of exercise that have nothing to do with weight-loss: https://t.co/rcJxusm3CB https://t.co/VaIi6ln5W6,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @UKWomensHealth: Short on time? Here's the 1 minute workout that's as effective as a 45 minute session --&gt; https://t.co/hUOkw26cIZ https://t.co/tOqDJyEM4S,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @goodhealth: For ADHD, start with behavior therapy, not drugs, says the CDC: https://t.co/GVpGsPqelW",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @realbuzzcom: #Win Nike #running shoes in our May #giveaway! Enter our #competition before it's too late! #fitfam #realbuzzWin https://t.co/HH72ZrTg9y,"Win,running,giveaway,competition,fitfam,realbuzzWin",
Health and Fitness,Health and Fitness/Women's Health,Enjoying a very nice Cortado here @ElUltimoMonoJC 😍 in my new kicks! @Nike @nikewomen https://t.co/A4PQxfP3zP,,heart_eyes
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @JohnCena: In the spirit of the #olympictrials @TapouT @USWeightlifting @KendrickJFarris @CJ__Cummings #ShowYourGrit https://t.co/9QGloTuUDl,"olympictrials,ShowYourGrit",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @911well: You can't change how people feel about you , so don't try.. #mindfulness #MindBody https://t.co/SMHmWGc6y4","mindfulness,MindBody",
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @cnnhealth: Opioid risks can be dangerous mix for those in Prince's age group, via @KHNews https://t.co/UgkCjPF7V1 https://t.co/7TOcHVIYz8",,
Health and Fitness,Health and Fitness/Mental Health,RT @TimetoChange: Paul: I was bedridden with depression &amp; anxiety after 2 years struggling with stress at work https://t.co/LtCzBbe4NZ https://t.co/u4B5Q4mKzl,,
Health and Fitness,Health and Fitness/Mental Health,RT @TimetoChange: The movement is growing to end mental health stigma at work. Get your workplace involved: https://t.co/EK4AvB23Ci https://t.co/1iXw4LpzoC,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,"RT @realbuzzcom: Enter our Facebook #giveaway and you could #win a Fitbit Blaze watch. 
Click to enter &gt;&gt;&gt; https://t.co/5N5VeU01FQ https://t.co/cOoHN4Yr5U","giveaway,win",
Health and Fitness,Health and Fitness/Health Technology,Thanks #TopNewFollowers @medivizor @LorraDeJuy @Ind_boutique Happy to connect :),TopNewFollowers,
Health and Fitness,Health and Fitness/Health Technology,"RT @fitbit: “It’s not how many times you get knocked down but how many times you get back up.” #MondayMotivation, @DeanKarnazes. https://t.co/AuqQwMp9wu",MondayMotivation,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @FitnessMagazine: Skipped the gym today? Squeeze in this 10-min bodyweight workout that you can do anywhere: https://t.co/7KrujNGksI https://t.co/0D2SsX8hjX,,
Health and Fitness,Health and Fitness/Men's Health,@MensHealthUK called @bodyism One of The Best Gyms in the World~new edition out now @JamesDuigan #fitfam #gymtime https://t.co/n9XmH4r3Vz,"fitfam,gymtime",
Health and Fitness,Health and Fitness/Mental Health,RT @911well: The Greatest Gift you can give someone .. Your TIME .. #Kindness #Xompassion #CaringHand #MinDfulness https://t.co/XdRutZ3rA7,"Kindness,Xompassion,CaringHand,MinDfulness",
Health and Fitness,Health and Fitness/Health Technology,Robyn Exton @HerSocialApp shares some favourite apps @SlackHQ @Snapchat @classpass @todoist https://t.co/gAOKdLna0N https://t.co/14BYKXTKJT,,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @FlTNESS: Start earlier https://t.co/jQEd7r9xC7,,
Health and Fitness,Health and Fitness/Disease Centres and Information,"@macmillancancer 
Excellent charity!",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @FlTNESS: Literally happens to me 😂 https://t.co/Y8Bs5e7UtC,,joy
Health and Fitness,Health and Fitness/Disease Centres and Information,@macmillancancer @charliem3256  you deserve it! Do you have any free wristbands by the way please?,,
Health and Fitness,Health and Fitness/Disease Centres and Information,@macmillancancer oh not the rubber ones?,,
Health and Fitness,Health and Fitness/Disease Centres and Information,"@macmillancancer @charliem3256 
No good as I would wear mine all of the time!",,
Health and Fitness,Health and Fitness/Exercise and Nutrition,RT @CDCTobaccoFree: Felicita &amp; Rico from #CDCTips share their powerful stories in this @CNNHealth article. Read more: https://t.co/xprwQDumAi,CDCTips,
